Mar Lodge Spreadsheet,abh_number,b&f_number,wiemers_checklist_number,k&r_number,scientific_name ,common_name ,family,england ,scotland ,wales ,northern_ireland,republic_of_ireland,reintroduced,immigrant ,resident,extinct_gb ,extinct_i,red_list_gb ,red_list_ireland,gb_10_km_squares_(2000-2016),ireland_10_km_squares_(2000-2016),rarirty_gb,long_term_distribution_trend_gb,sig_long_term_distribution_trend_gb,range_long_term_distribution_trend_gb,short_term_distribution_trend_gb,sig_short_term_distribution_trend_gb,range_short_term_distribution_trend_gb,abundance_trend_gb,sig_abundance_trend_gb,range_abundance_trend_gb ,diurnal ,nocturnal ,easily_disturbed_by_day,communal_or_nest,below_ground,leaf_litter_moss_on_ground_soil_surface,hostplant_external,hostplant_internal_stem,hostplant_internal_root,other_vegetation_external,stone_inc_walls,dead_rotten_wood ,wingless_reduced_wing_female,forewing_minimum,forewing_maximum,estimated_dry_mass,obligate_univoltine,obligate_multivoltine,partial_generation,phenology_shift,sig_phenology_shift,egg_jan,egg_feb,egg_mar,egg_apr,egg_may,egg_jun,egg_jul,egg_aug,egg_sep,egg_oct,egg_nov,egg_dec,lar_jan,lar_feb,lar_mar,lar_apr,lar_may,lar_jun,lar_july,lar_aug,lar_sep,lar_oct,lar_nov,lar_dec,lar_multiple,pup_jan,pup_feb,pup_mar,pup_apr,pup_may,pup_jun,pup_jul,pup_aug,pup_sep,pup_oct,pup_nov,pup_dec,pup_multiple,ad_jan,ad_feb,ad_mar,ad_apr,ad_may,ad_jun,ad_jul,ad_agu,ad_sep,ad_oct,ad_nov,ad_dec,egg,larva,pupa,adult,specificity ,number_hostplants,hostplant_or_hostplant_category,hostplant_or_hostplant_category_scientific,hostplant_native_or_non-native,light_value,moisture_value,reaction,nitrogen,salt_tolerance,sedges,rushes,grasses ,forbs,ferns,broadleaf_trees,coniferous_trees,shrubs_dwarf_shrubs,mosses,lichens_algae,fungi,slime_moulds,detritus,aquatic_plants,dead_withered_leaves,live_dead_invertebrates_meat,galls,stored_goods,other,roots,stem_shoot,trunk_branches,seeds_berries_fruits,flowers_flower_buds_catkins,leaves_leaf_buds_fronds_external,leaves_internal_mines,other,willow Salix spp,birches Betula spp,Blackthorn (Prunus spinosa),oaks Quercus spp,Hawthorn Crataegus monogyna,docks Rumex spp,Hazel Corylus avellana,Heather Calluna vulgaris,grasses ,Bramble Rubus fruticosus,Bilberry Vaccinium myrtillus,Alder Alnus glutinosa,Pedunculate Oak Quercus robur,Aspen Populus tremula,elms Ulmus spp.,dandelions Taraxacum spp., Downy Birch Betula pubescens,hawthorns Crataegus spp.,Beech Fagus sylvatica,Honeysuckle Lonicera periclymenum,1. Woodland,1a_broadleaved_woodland,1b_coniferious_woodland,1c_scrub_and_hedgerows,1d_wet_woodland_alder_willow_carr,2_heathland,3_moorland,moorland_specialist,4_grassland,4a_calcareou_grassland,4b_wet_grassland,4c_acid_grassland,5_wetlands,5a_bog_mosses_mires,5b_fens_and_marshes,5c_reedbeds,6a_sand_dunes,6b_saltmarsh,6c_rocky_coast,6d_coastal_shingle,7_montane_upland,8_other,conifer_specialist,broadleaf_specialist,grass_specialist,dward_shrub_specialist
1,73.271,2163,,9985,Ceramica pisi,Broom Moth,Noctuidae,1,1,1,1,1,,,1,,,VU,LC,1598,339,,-0.41,Y,1970 - 2016,-0.245,Y,2000 - 2016,-0.879,Y,1970 - 2016,,1,,,1,,,,,,,,,16,20,47.3,1,,,-8.2,Y,,,,,,,1,,,,,,,,,,,1,1,1,1,,,,,1,1,1,1,1,,,,,1,1,1,,,,,,1,1,1,1,,,,,,,1,,Polyphagous,20,, ,1,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,1,,1,1,,,,1,,,,,,1,1,1,1,,1,1,,,,,1,1,1,,,,,,,3,,,,,
1,73.293,2198,,10006,Mythimna impura,Smoky Wainscot,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,2240,478,,0,N,1970 - 2016,-0.077,Y,2000 - 2016,-0.049,N,1970 - 2016,,1,,,1,,,,,,,,,14,18,38.4,1,,1,-4.9,Y,,,,,,,,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,1,1,1,1,,,,,1,,,Polyphagous,8,, ,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,7,,,,,,,,,,,,1,1,1,,,,1,,1,,,1,1,1,1,,,1,,,3,,,,,
1,73.332,2122,,10092,Diarsia brunnea,Purple Clay,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,1631,288,,0.11,N,1970 - 2016,0.185,N,2000 - 2016,-0.385,Y,1970 - 2016,,1,,,1,,,,,,,,,16,20,47.3,1,,,-8,Y,,,,,,,,1,,,,,1,1,1,1,1,,,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,1,1,1,,,,,,1,,,Polyphagous,12,, ,1,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,1,,,1,,1,1,1,1,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,3,,,,,
1,73.333,2120,,10089,Diarsia mendica,Ingrailed Clay,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,2137,348,,-0.01,N,1970 - 2016,-0.019,N,2000 - 2016,-0.633,Y,1970 - 2016,,1,,,1,,,,,,,,,13,17,34.3,1,,,-8.1,Y,,,,,,,,1,,,,,1,1,1,1,1,,,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,,,,,1,,,Polyphagous,14,, ,1,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,1,,,1,1,1,,1,1,,,,,,,1,,1,1,1,1,,,1,1,,,,,,1,1,,,,,,,3,,,,,
1,73.334,2123,,6755,Diarsia rubi,Small Square-spot,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,2150,499,,0.54,Y,1970 - 2016,0.066,N,2000 - 2016,-0.537,Y,1970 - 2016,,1,,,1,,,,,,,,,12,16,30.4,1,1,,,,,,,,,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,,1,,,,,,,,,,,1,1,1,1,1,,,,,1,,,Polyphagous,8,, ,1,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,1,1,,,,,,,1,,,,,1,1,1,,,,,,1,,1,,1,,1,,,,,,3,,,,,
1,73.338,2118,,10113,Lycophotia porphyrea,True Lover's Knot,Noctuidae,1,1,1,1,1,,,1,,,VU,LC,1836,460,,0.12,N,1970 - 2016,-0.168,Y,2000 - 2016,-0.828,Y,1970 - 2016,1,1,,,1,1,,,,,,,,12,15,28.5,1,,,-2.1,N,,,,,,,,1,,,,,1,1,1,1,1,,,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,1,1,1,1,,,,,,1,,,Oligophagous (Family),3,, ,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,1,,,,,,,3,,,,,
1,73.342,2107,,10096,Noctua pronuba,Large Yellow Underwing,Noctuidae,1,1,1,1,1,,1,1,,,LC,LC,2425,615,,0.02,N,1970 - 2016,-0.052,Y,2000 - 2016,0.621,Y,1970 - 2016,,1,1,,1,,,,,,,,,21,26,75.5,1,,,-2.7,N,,,,,,,,,1,,,,1,1,1,1,1,,,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,1,1,1,1,1,,,,1,,,Polyphagous,9,, ,1,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,2,,,,,,,,,,,,1,1,1,,,,1,,1,1,1,1,1,1,1,,,,,,3,Ubiquitous,,,,
1,73.345,2109,,10099,Noctua comes,Lesser Yellow Underwing,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,2179,433,,0.04,N,1970 - 2016,-0.03,N,2000 - 2016,0.021,N,1970 - 2016,,1,,,1,,,,,,,,,16,21,49.6,1,,,4.4,N,,,,,,,,,1,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,1,1,1,1,1,,,,1,,,Polyphagous,14,, ,1,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,1,,1,1,,1,,1,,,,,,,,1,,,1,1,,1,,1,1,,,,,,,,,,,,,,3,Ubiquitous,,,,
1,73.348,2111,,10103,Noctua janthe,Lesser Broad-bordered Yellow Underwing,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,2168,453,,0.12,Y,1970 - 2016,0.01,N,2000 - 2016,0.119,N,1970 - 2016,,1,,,1,,,,,,,,,16,20,47.3,1,,,-2.2,N,,,,,,,,,1,,,,1,1,1,1,1,,,,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,1,1,1,,,,,1,,,Polyphagous,15,, ,1,,,,,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,1,,,1,1,,1,1,,,,,1,,,1,,,1,1,,1,,,,,,,,1,,,,,,,,,3,Most habitats,,,,
1,73.351,2114,,10171,Graphiphora augur,Double Dart,Noctuidae,1,1,1,1,1,,,1,,,NT,LC,649,259,,-0.79,Y,1970 - 2016,-0.413,Y,2000 - 2016,-0.955,Y,1970 - 2016,,1,,,1,,,,,,,,,18,21,54.4,1,,,-2.1,Y,,,,,,,1,1,,,,,1,1,1,1,1,,,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,1,1,1,,,,,,1,,,Polyphagous,7,, ,1,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,1,1,,1,,,,,,,,,1,,,1,,,1,1,,1,,,,,,,,,1,,1,,,,,,3,,,,,
1,73.353,2130,,10204,Xestia baja,Dotted Clay,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,1498,328,,-0.17,Y,1970 - 2016,-0.073,N,2000 - 2016,-0.252,N,1970 - 2016,,1,,,1,,,,,,,,,17,21,52,1,,,-3.2,N,,,,,,,,1,,,,,1,1,1,1,1,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,1,1,1,,,,,1,,,Polyphagous,17,, ,1,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,1,,1,1,,,,1,1,,,,,1,,1,,,1,1,,1,1,1,,,,,,,1,,,,,,,,3,,,,,
1,73.355,2132,,10207,Xestia castanea,Neglected Rustic,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,544,62,,-0.69,Y,1970 - 2016,-0.135,N,2000 - 2016,-0.142,N,1970 - 2016,,1,,,1,,,,,,,,,16,18,42.7,1,,,-0.5,N,,,,,,,,,1,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,1,,,Polyphagous,6,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,1,1,1,,,,,1,1,,,,,,,3,,,1,,
1,73.356,2135,,10216,Xestia agathina,Heath Rustic,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,717,108,,-0.09,N,1970 - 2016,-0.314,N,2000 - 2016,-0.784,Y,1970 - 2016,,1,,,1,1,,,,,,,,14,16,34.3,1,,,-0.2,N,,,,,,,,,1,,,,1,1,1,1,1,1,,,1,1,1,1,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,1,,,Oligophagous (Family),2,, ,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,3,,,,,
1,73.357,2134,,10212,Xestia xanthographa,Square-spot Rustic,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,2173,434,,0.13,Y,1970 - 2016,0.02,N,2000 - 2016,1.05,Y,1970 - 2016,,1,,,1,,,,,,,,,14,17,36.3,1,,,4.2,N,,,,,,,,,1,,,,1,1,1,1,1,,,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,1,1,1,1,,,,1,,,Polyphagous,13,, ,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,1,1,1,,,2,,1,,,,,,,1,,,1,1,1,,,,,,1,1,1,1,,,,,,,,,3,,,,,
1,73.358,2133,,10211,Xestia sexstrigata,Six-striped Rustic,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,1756,227,,0.19,Y,1970 - 2016,0.032,N,2000 - 2016,-0.201,N,1970 - 2016,,1,,,1,,,,,,,,,15,17,38.4,1,,,3.6,N,,,,,,,,,,,,,1,1,1,1,,,,,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,1,1,1,,,,,1,,,Polyphagous,5,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,,1,1,1,1,1,,1,,1,,,,,,,,,
1,73.366,2103,,10178,Eugnorisma depuncta,Plain Clay,Noctuidae,1,1,1,,,,,1,,,LC,  ,152,0,,-0.26,N,1980 - 2016,-0.112,N,2000 - 2016,,,,,1,,2,1,,,,,,,,,16,20,47.3,1,,,-5.1,Y,,,,,,,,,1,,,,1,1,1,1,1,1,,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,1,1,1,,,,,1,,,Polyphagous,8,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,3,,,,,
1,73.367,2116,,10236,Protolampra sobrina,Cousin German,Noctuidae,,1,,,,,,1,,,LC,  ,38,0,Nationally Scarce,,,,,,,,,,,1,,,1,1,,,,,,,,14,17,36.3,1,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,,,1,,,Polyphagous,4,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,1,,,1,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,2,,,1,,
1,73.368,2136,,10228,Naenia typica,Gothic,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,1246,85,,-0.26,Y,1970 - 2016,-0.078,N,2000 - 2016,-0.283,N,1970 - 2016,,1,,2,1,,,,,,,,,17,22,54.4,1,,,-8.7,Y,,,,,,,1,,,,,,1,1,1,1,,,1,1,1,1,1,1,,,,,1,1,,,,,,,,,,,,,,1,1,1,,,,,,1,,,Polyphagous,13,, ,1,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,1,,1,1,1,,1,,,,,,,,,1,,1,,,,,,,,,,,
,73.1691,,,,Mesapamea secalis agg.,Common Rustic agg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,1,1,1,,,,,,,,,3,Farmalnd,,,,
,16.001,,,,Yponomeuta evonymella,Bird-cherry Ermine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,,
,18.001,,,,Plutella xylostella,Diamond-back Moth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20.012,,,,Argyresthia goedartella,Golden Argent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,1,,,,,,,,,,,1,,
,20.022,,,,Argyresthia bonnetella,Hawthorn Argent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,,,1,,,,,,,,,,,,,,,1,,
,28.004,,,,Denisia similella,Northern Tubic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
,32.024,,,,Agonopterix assimilella,Dusted Flat-body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,,1,,,,,,,,,,,,,,,,,
,35.159,,,,Exoteleia dodecella,Pine Groundling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
,45.012,,,,Stenoptilia pterodactyla,Brown Plume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
,45.028,,,,Capperia britanniodactylus,Wood-sage Plume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,
,45.033,,,,Merrifieldia leucodactyla,Thyme Plume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,49.029,,,,Lozotaenia forsterana,Large Ivy Tortrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,
,49.045,,,,Eana osseana,Dotted Shade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,
,49.154,,,,Orthotaenia undulana,Woodland Marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,1,,
,49.166,,,,Celypha lacunana,Common Marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,,,,1,,,,,,,,,,,,,
,49.194,,,,Bactra lancealana,Rush Marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,
,49.223,,,,Rhopobota naevana,Holly Tortrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,1,,
,49.244,,,,Epinotia subocellana,White Sallow Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,1,,,,,,,,,,,1,,
,62.001,,,,Aphomia sociella,Bee Moth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,1,,,,
,62.012,,,,Matilella fusca,Brown Knot-horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,
,62.028,,,,Dioryctria abietella,Dark Pine Knot-horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
,63.005,,,,Pyrausta despicata,Straw-barred Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,
,63.038,,,,Patania ruralis,Mother of Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,
,63.064,,,,Scoparia ambigualis,Common Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,
,63.067,,,,Eudonia lacustrata,Little Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,
,63.086,,,,Crambus lathoniellus,Hook-streak Grass-veneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,63.089,,,,Agriphila tristella,Common Grass-veneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,
,63.093,,,,Agriphila straminella,Straw Grass-veneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,
,63.096,,,,Catoptria permutatellus,Scotch Grass-veneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
,63.1,,,,Catoptria margaritella,Pearl-band Grass Veneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,,,,,1,1,,,,,,,,,,,,
,63.114,,,,Elophila nymphaeata,Brown China-mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
